,Unnamed: 0,model,content,score,creationTime,nickname,productColor,productSales,productSize,userClientShow,userLevelName
30845,30845,华为儿童手表,快递速度挺快的，刚拿到货，看起来还不错。,3,2017-03-12 13:02:42,有***7,冰雪奇缘款,,,来自京东Android客户端,银牌会员
30846,30846,华为儿童手表,产品太复杂使用不方便,2,2017-03-11 21:04:38,晨***7,米妮款,,,来自京东iPhone客户端,金牌会员
30847,30847,华为儿童手表,还没有用用过再说吧,3,2017-03-11 09:35:12,m***k,美国队长款,,,来自微信购物,银牌会员
30848,30848,华为儿童手表,分辨率太低；手表不能看步数；价格虚高,3,2017-03-04 09:47:12,元***州,冰雪奇缘款,,,来自京东Android客户端,企业会员
30849,30849,华为儿童手表,表带质量也太差了，这才几天啊？,2,2017-03-03 07:02:47,j***q,美国队长款,,,来自京东Android客户端,金牌会员
30850,30850,华为儿童手表,说实话，因之前用的是华为的手机才买了这块表，定位确实不怎么样，定位半天更新不了，更新了还是以前老的定位信息，新的定位信息就是获取不到，上的这张图是过年回家时候的，已经到西安好长时间了还是这样,2,2017-02-13 17:43:52,j***7,美国队长款,,,,钻石会员
30851,30851,华为儿童手表,会突然断电，有好几次了,3,2017-02-12 10:01:52,c***o,冰雪奇缘款,,,来自京东Android客户端,PLUS会员
30852,30852,华为儿童手表,信息传输慢，会延时一天，定位会飘移，和客服说了也没解决，华为这样会做死自己的,2,2017-03-10 23:13:43,m***8,冰雪奇缘款,,,来自京东iPhone客户端,金牌会员
30853,30853,华为儿童手表,不如买部手机给她呢！不值这个价,2,2017-03-10 14:45:49,j***l,冰雪奇缘款,,,来自京东Android客户端,金牌会员
30854,30854,华为儿童手表,做工用料扎实，其他垃圾,3,2017-03-07 23:26:04,j***n,冰雪奇缘款,,,来自京东Android客户端,银牌会员
30855,30855,华为儿童手表,用的还挺好 就是功能有点单一,3,2017-03-02 00:32:14,哈***-,美国队长款,,,来自京东iPhone客户端,PLUS会员
30856,30856,华为儿童手表,服务一般，问一句答一个字。,2,2017-02-23 14:30:25,z***4,米奇款,,,,铜牌会员
30857,30857,华为儿童手表,坦率说不是一次成功的购物体验 产品包装倒是漂亮 孩子喜欢 但是感觉有点金玉在外败絮其中 因没有基本提示 打开圆形的包装都急得废了老半天劲 小家伙看着都急 产品外观漂亮但是使用界面功能都显得简单粗糙 最要命是续航太差 基本不到大半天就没有电 怀疑自己是不是买到水货 反正东西买来深深感到服务不行使用不便 不能物尽其用 所以孩子热乎几天就放着不用啦 希望帮助改进有利于孩子...,3,2017-02-09 09:59:01,z***9,冰雪奇缘款,,,来自京东Android客户端,PLUS会员
30858,30858,华为儿童手表,不是很出众，功能一般，没什么特别的，恨耗电，操作不是很灵敏，有待改进,3,2017-02-08 17:59:30,心***颂,冰雪奇缘款,,,来自京东Android客户端,钻石会员
30859,30859,华为儿童手表,定位不准确，最主要严重延后；监听不清晰；小孩添加好友，APP上是要家长同意，但实际是完全不需要，小孩摇到好友就添加成功，只是上下课发几个语音，都需要每天充电。,2,2017-03-05 22:13:24,d***2,美国队长款,,,,钻石会员
30860,30860,华为儿童手表,不是很满意，与价格不相符。第一是待机时间太短，这么小的手表居然只能用一天；第二是亲子聊居然没有提醒，孩子发了亲子聊，家长根本不知道，必须打开华为穿戴的软件再点开亲子聊才能看见，真不知华为设计人员没用过微信；第三是足迹控制的不好，有几天孩子在外跑了好大一圈，可定位有变化，但足迹无变化。字数限制不说了。,2,2017-02-20 08:35:18,m***2,美国队长款,,,来自微信购物,金牌会员
30861,30861,华为儿童手表,"整体感觉一般，就用手机上的通话和2g流量2个功能。
存在缺陷：1不能收发短信，导致移动掌上营业厅无法登录，这个功能都做不好，还敢上市；2整个手机就一个键，既要重启，sos呼叫，还要控制关机，请问设计者有没有考虑孩子的感受？脑残；3分辨率很差。本来给1星，多给1星是给品牌点面子。
买来后对儿童手表的感受：1若家中一直有家人看管小孩，就没有必要了；2小孩带上也就2天的好奇感；3，对小孩是否有辐射，真不知道。
希望对大家有帮助。",2,2017-02-18 22:07:42,c***0,冰雪奇缘款,,,来自京东iPhone客户端,钻石会员
30862,30862,华为儿童手表,性能稳定，外观大气，功能不多，价格比够贵的,3,2017-01-30 09:53:06,W***c,米妮款,,,来自京东Android客户端,钻石会员
30863,30863,华为儿童手表,小孩觉得图案值400，大人觉得不值这4百的溢价。质量可以。,3,2017-01-23 11:25:14,j***a,冰雪奇缘款,,,来自京东Android客户端,钻石会员
30864,30864,华为儿童手表,这个手表女儿盼了好久了，东东质量手工都很好，就是使用不方便，摆弄了半天下载不了，搞得宝宝很不开心，唉～～～,3,2017-02-13 21:47:51,M***6,冰雪奇缘款,,,,钻石会员
30865,30865,华为儿童手表,一般般,2,2017-01-20 23:12:49,j***立,冰雪奇缘款,,,来自京东iPhone客户端,钻石会员
30866,30866,华为儿童手表,用了一个星期感觉不错，电量可用两天，通话音质也不错。定位很精准，穿越粤港两地没问题~比两年前花700多买的阿巴町强N倍了,5,2017-01-21 11:10:42,微***间,冰雪奇缘款,,,来自京东iPhone客户端,PLUS会员
