,Unnamed: 0,model,content,score,creationTime,nickname,productColor,productSales,productSize,userClientShow,userLevelName
5016,5016,HUAWEI Mate 9,好用，屏幕清晰，换了自带的软膜，贴了钢化玻璃膜以后就更不怕碎啦，感觉mate款商务一些更适合职场做生意的人用,5,2018-08-25 16:01:59,j***t,银钻灰,64GB,标准版,来自京东iPhone客户端,PLUS会员
5017,5017,HUAWEI Mate 9,除了屏幕感觉没荣耀v9好 其他都很不错。以前不知道mate系列为什么比荣耀贵那么多  用了感觉确实物有所值。,5,2018-08-19 23:41:06,迷***魂,银钻灰,128GB,标准版,来自京东Android客户端,PLUS会员
5018,5018,HUAWEI Mate 9,手机内存教大，运行速度快。电池续航时间开导航10小时才用50.光接打电话和玩玩微信能2至3天，值得购买。,5,2018-09-03 09:09:34,还***吗,樱粉金,128GB,标准版,来自京东Android客户端,PLUS会员
5019,5019,HUAWEI Mate 9,指纹解锁好快，手机下载也快，处理邮件方便快速，双卡运用方便，只是联系人只能输入二个电话，有点少，外形手感都是不错的一款国产手机。,5,2018-08-18 23:33:42,澳***缆,银钻灰,64GB,标准版,来自京东Android客户端,银牌会员
5020,5020,HUAWEI Mate 9,好用真的好用,5,2018-09-01 22:04:24,l***g,银钻灰,128GB,标准版,来自京东Android客户端,银牌会员
5021,5021,HUAWEI Mate 9,还不错，莱卡加持的相机也给力，GT优化后，玩王者很轻松，也不发热，整理稳定性还要看接下来的使用情况,5,2018-09-16 12:22:59,j***o,银钻灰,128GB,标准版,来自京东Android客户端,PLUS会员
5022,5022,HUAWEI Mate 9,物流非常快，下午买的第二天上午就到了。手机颜值惊艳到我了，屏幕大，边框窄，用了两天感觉非常棒。多用几天再来评价。,5,2018-08-21 23:52:59,r***4,银钻灰,64GB,标准版,来自京东Android客户端,PLUS会员[试用]
5023,5023,HUAWEI Mate 9,物美价廉！推荐购买！非常喜欢京东的服务！京东服务大于商品质量！希望以后发东西的时候多多检验下！谢谢！,5,2018-08-31 22:19:34,j***缘,银钻灰,64GB,标准版,来自京东iPhone客户端,PLUS会员
5024,5024,HUAWEI Mate 9,物流速度很快，到底是京东，当日可到，手机也不错，刚买完 就推送8.1了。很好用。支持国产,5,2018-09-12 21:28:21,何***雨,宝石蓝,64GB,标准版,,PLUS会员
5025,5025,HUAWEI Mate 9,非常好，本来想等20的，但是前手机意外摔碎了，只好买10PR0了， 上手感觉非常不错，手感很好，系统更新8.1后不比其他旗舰机差~,5,2018-08-18 20:01:53,g***2,宝石蓝,64GB,标准版,,金牌会员
5026,5026,HUAWEI Mate 9,不错，华为的手机没的说，这个也是我喜欢的类型，什么宽刘海啊美人尖啊，都不觉没这个好看，还是中规中规的号好,5,2018-09-13 09:41:31,1***h,宝石蓝,64GB,标准版,来自京东Android客户端,PLUS会员
5027,5027,HUAWEI Mate 9,确认过眼神我遇上对的人。手机到手后换了钢化膜，买了手机壳，外观是我喜欢的类型，指纹和人脸识别快速，机子反应也快，其余还在摸索中,5,2018-08-19 12:54:01,辉***大,银钻灰,128GB,标准版,来自京东Android客户端,PLUS会员[试用]
5028,5028,HUAWEI Mate 9,华为的质量真是没得说，系统流畅，照相一流，而且还可输出到电视，真的是远超苹果，京东物流非常快，超赞?,5,2018-09-08 22:35:10,j***4,宝石蓝,128GB,标准版,来自京东Android客户端,PLUS会员
5029,5029,HUAWEI Mate 9,速度！京东快递的速度，当天中午拍好，下午送到手机！给京东的快递员点赞！手机质量那是非常的好！真心不错！,5,2018-09-03 22:32:10,风***林,银钻灰,128GB,标准版,来自京东Android客户端,PLUS会员
5030,5030,HUAWEI Mate 9,以前用的是荣耀7，想换个华为mate试试，果然不负我望，系统流畅，运行速度快，拍照清晰，暂时还算满意。,5,2018-08-30 12:14:07,竹***5,银钻灰,64GB,标准版,来自京东Android客户端,PLUS会员
5031,5031,HUAWEI Mate 9,拍照效果那是杠杠的，电池现在还在使用中，后续有问题在反馈吧！手机拿到手上是真的和自己期待的相同。华为手机现在已真是世界名牌。,5,2018-08-18 00:01:30,j***c,银钻灰,64GB,标准版,来自京东Android客户端,银牌会员
5032,5032,HUAWEI Mate 9,物流很快，质量很好，国货顶起,5,2018-02-07 19:31:27,r***2,宝石蓝,64GB,标准版,来自京东Android客户端,金牌会员
5033,5033,HUAWEI Mate 9,第二次买这个，很好用，流畅，显示也不错，续航也挺好，成功的让我老公从果粉转到了华为粉，哈哈?,5,2018-09-16 18:55:46,5***v,宝石蓝,128GB,标准版,来自京东Android客户端,PLUS会员
5034,5034,HUAWEI Mate 9,续航能力相当不错，一天基本没问题，外观也很大气，反应也很快，从mate8到mate10，下一次该mate30了?,5,2018-09-17 18:47:06,j***c,银钻灰,64GB,标准版,来自京东Android客户端,银牌会员
5035,5035,HUAWEI Mate 9,运行很快，但是也出现了一次卡机严重的情况，相机很好，徕卡比较靠谱，第一次用华为整体感觉还不错。,5,2018-09-15 10:39:56,一***愁,宝石蓝,64GB,标准版,来自京东Android客户端,PLUS会员
5036,5036,HUAWEI Mate 9,3天使用，电池续航还不错，屏幕色彩靓丽，夜晚可设置护眼模式不错，但是振动感受偏弱且不能调节强度有点坑。整体良好，价格稍贵,5,2018-09-09 12:28:55,w***非,银钻灰,128GB,标准版,来自京东Android客户端,银牌会员
5037,5037,HUAWEI Mate 9,用了一周，感觉还行，原来的mate8，电池不耐用了，偶尔会卡顿，新机自然会流畅许多，电池还算耐用吧，相机的优势尚未体验。,5,2018-09-07 18:44:28,y***6,摩卡金,128GB,标准版,来自京东Android客户端,金牌会员
5038,5038,HUAWEI Mate 9,之前一直用苹果手机，内存不够才换华为，感觉非常好用，屏幕清晰，通话音质好，信号也比苹果强???,5,2018-09-03 14:23:00,j***8,宝石蓝,128GB,标准版,来自京东Android客户端,PLUS会员
5039,5039,HUAWEI Mate 9,从发布就开始关注了，这几天一直考虑买小米8/oppoR15还是Mater10，还去广州科技楼体验过。突然看到活动果断买了,5,2018-08-25 18:58:01,龙***培,银钻灰,128GB,标准版,来自京东Android客户端,金牌会员
5040,5040,HUAWEI Mate 9,吐槽一下快递包装，就一个袋子，里面就是手机盒，盒子有个角就有稍微的变形了，手机倒是没有问题。还没怎么使用，过后再评。,5,2018-09-18 17:15:27,兰***罢,银钻灰,64GB,标准版,来自京东Android客户端,金牌会员
5041,5041,HUAWEI Mate 9,华为手机品质有很大进步，但是用时间久了以后，发热，卡顿等问题就出来了！想支持国货，也希望国货能带给我们更大的品质信赖,5,2018-09-16 23:12:32,我***-,银钻灰,128GB,标准版,来自京东Android客户端,钻石会员
5042,5042,HUAWEI Mate 9,不错噢！我一直在京东买手机，真心的不错，买了好几年了，也买了十几个了都很好，赞一个   再赞一个,5,2018-09-05 07:53:25,j***u,摩卡金,128GB,标准版,来自京东Android客户端,PLUS会员
5043,5043,HUAWEI Mate 9,买了一个月才评价，手机系统cpu是最新的，像素不太好。所以人脸识别也就一般，不过这个价钱还是算合理，毕竟一分钱一分货，,5,2018-08-24 19:22:52,安***y,宝石蓝,128GB,标准版,来自京东Android客户端,银牌会员
5044,5044,HUAWEI Mate 9,"这个手机感觉还不如mate9好用，新机运行内存才三G,我的mate9用了两年了运行内存一直都是3G以上，外观还可以",5,2018-09-08 18:27:07,Zss_帅帅,宝石蓝,128GB,标准版,来自京东Android客户端,金牌会员
5045,5045,HUAWEI Mate 9,手机用了一个多月了才来评价，总得说非常满意，待机，信号，运行速度都很快，外观也漂亮，就是没赠品～,5,2018-08-23 12:56:04,b***i,宝石蓝,128GB,标准版,来自京东Android客户端,PLUS会员
5046,5046,HUAWEI Mate 9,手机各方面都好，符合旗舰手机的定位。唯一的缺陷就是微信视屏通话分辨率低，都没有千元机清楚。希望华为工程师们改进一下,5,2018-09-04 16:21:11,j***c,银钻灰,128GB,标准版,来自京东Android客户端,钻石会员
5047,5047,HUAWEI Mate 9,没有赠品,5,2018-08-19 11:47:08,毒***涛,摩卡金,64GB,标准版,来自京东iPhone客户端,金牌会员
5048,5048,HUAWEI Mate 9,昨天上午下的单下午就送到了、京东快递速度就是快、至于手机拆开看了下应该是正品、只是由于忙还没试用、过两天再来评论！,5,2018-09-03 09:17:35,j***4,宝石蓝,128GB,标准版,来自京东Android客户端,银牌会员
5049,5049,HUAWEI Mate 9,体验了一个月，机子用起来不错。玩游戏也不卡顿，就是寄过来的包装捡漏，盒子也压变形了。这么贵重的物品，就用一个袋子&hellip;&hellip;有点无语！！！,5,2018-09-15 18:26:21,jd_138736kdi,银钻灰,64GB,标准版,来自京东Android客户端,钻石会员
5050,5050,HUAWEI Mate 9,非常后悔，除了新增红外，使用徕卡双摄没什么亮点，开机6GRAM系统就占了3G，华为系统越来越占RAM，音质也是越做越差劲赶不到Mate8，声音听着刺耳，华为的服务也估计是要走下坡路了，之前标配的保护壳开窗皮套，现在改成了个塑料套，省了不少钱吧！综合感受是不值*以上的价格！,1,2018-01-28 12:03:56,J***5,香槟金,标准版,128GB,来自京东Android客户端,银牌会员
5051,5051,HUAWEI Mate 9,老的p9退役了，mate系列不愧是旗舰，3999入手比刚上市性价比高了很多。系统流畅，一天下来还有50%的电，真心好,5,2018-09-04 21:34:52,c***p,银钻灰,128GB,标准版,来自京东Android客户端,钻石会员
5052,5052,HUAWEI Mate 9,目前使用状况感觉不太好，手机充满后连续使用时间不超过六小时，真的是4000毫安吗？,3,2018-01-31 12:22:26,j***n,香槟金,标准版,128GB,来自京东Android客户端,金牌会员
5053,5053,HUAWEI Mate 9,半截黄屏，换了一个还是差不多。其它方面还可以。懒得换了，就当支持吧。,3,2018-02-03 09:05:19,A***0,香槟金,标准版,128GB,来自微信购物,钻石会员
5054,5054,HUAWEI Mate 9,手机很好用，流畅的，就是会自己安装些用不到的软件,5,2018-02-23 14:50:31,d***n,苍穹灰,移动4G+版,32GB,来自京东iPhone客户端,钻石会员
5055,5055,HUAWEI Mate 9,物超所值，值得下次再次购买！,5,2018-02-23 14:19:26,r***3,香槟金,标准版,128GB,,PLUS会员
5056,5056,HUAWEI Mate 9,给个差评吧，新系统wifi特别不稳，一会断一会断的体验差，游戏老掉线，苹果手机同wifi网络稳稳地,1,2018-02-21 23:13:25,z***-,香槟金,标准版,128GB,来自京东iPhone客户端,金牌会员
5057,5057,HUAWEI Mate 9,很差劲 1.用了15天室外用滴滴打车等待时间查看地图自动重启了2.室外打电话自动重启而且没有该条通话记录,1,2018-02-09 11:38:12,j***g,月光银,移动4G+版,32GB,来自京东Android客户端,金牌会员
5058,5058,HUAWEI Mate 9,都还行 ，但是信号很差  ，WIFI信号也不行  ，本来在七天内申请退款的，客服打电话说要检测出证明说信号不行才可以退钱，你们七天内退货都是扯犊子吗，拖了几天出差了也没退成,1,2018-02-07 19:16:53,j***a,陶瓷白,标准版,64GB,来自京东Android客户端,银牌会员
5059,5059,HUAWEI Mate 9,京东客服真垃圾，之前要开发票，单位抬头填错了，需要改，刚下单就和客服沟通，客服说确认收货后再改，货收了客服又说发票只能电子改纸的，不能改抬头。申请退货，又说只能先拿走，但不保证能退，客服经理打了2次电话，态度很好，说是客服问题。但我给单位买的，我这发票找谁要啊。京东客服太垃圾，业务水平太差了。,1,2018-01-29 13:10:59,b***e,香槟金,标准版,64GB,,钻石会员
5060,5060,HUAWEI Mate 9,二手dong的破华为，让人失望至极！！且不说送的流量卡没能激活找客服也只是推说去当地营业厅解决一下，1月7号买的手机，时常卡顿，黑屏，用了两周，懒得再去和二手dong说什么了，但是对这次购物失望至极！失望至极！,1,2018-01-20 22:33:24,小***阿,香槟金,标准版,128GB,来自京东Android客户端,银牌会员
5061,5061,HUAWEI Mate 9,作为老华粉。义无反顾的买了妹9。到货以后颜值被惊艳。充电速度很快大概半小时能满。续航不去妹7不过一天也可以用。至于他们说的声音最大破音。确实有。。但是实际使用发现百分之六十的音量。就相当于一般手机百分之百的音量了。所以声音调最大不破音才怪。说说唯一的缺点吧。晚上看手机屏幕刺眼。色彩过于艳丽。搜索了下解决办法。护眼模式或者调色差。只能说唯一的美中不足。一颗心只为能给别人看到。作为参考,1,2018-01-05 21:43:43,j***0,摩卡金,标准版,128GB,来自京东Android客户端,PLUS会员
5062,5062,HUAWEI Mate 9,用起来网速太慢，之前用的8还快些，应该是上当了我找谁去,1,2018-01-05 20:29:41,j***0,香槟金,标准版,64GB,来自微信购物,银牌会员
5063,5063,HUAWEI Mate 9,连wifi信号超级差，我比较看购物网，因为信号不好里面图片经常打不开，，图片经常打不开，客服太度很好也很客气，但信号太差，新买的机如果要我拿去修，那还是算了吧！信号这东西有的修吗,1,2018-01-04 08:32:27,j***r,香槟金,标准版,128GB,来自京东Android客户端,金牌会员
5064,5064,HUAWEI Mate 9,手机刚送来 屏裂了一点,1,2018-01-03 21:11:34,j***0,摩卡金,标准版,128GB,来自京东Android客户端,PLUS会员
5065,5065,HUAWEI Mate 9,不满意的不是当时的配送，而是第一天下单，第二天到了附近的派送点，却不送，中间拖延了一天，由于着急使用，也没办法，到现在用着有很多地方不对，电池一天不到，大概7个小时左右就差不多没电了，而且里面的软件也有个别出现卡机情况，总体是不满意的，特别的，有个京东派，让人很无语，还不如一个普通的配送，这是第二次在京东出现问题了，希望大家购买之前认真考虑下,1,2018-01-03 15:26:28,哒***哒,陶瓷白,标准版,64GB,来自京东Android客户端,钻石会员
5066,5066,HUAWEI Mate 9,国产手机就这样，老人家喜欢，非买不可。,1,2018-01-02 18:20:03,三***持,香槟金,标准版,128GB,来自京东iPhone客户端,钻石会员
5067,5067,HUAWEI Mate 9,手机说满分太狂了，八十分差不多有。买了五天就降价两百。差评。。。盒子轻微变形损坏，没有影响手机。,1,2018-01-02 14:32:34,j***y,摩卡金,标准版,128GB,来自京东Android客户端,钻石会员
5068,5068,HUAWEI Mate 9,第一天买，第二天就降了两百。,1,2018-01-02 08:31:35,j***9,香槟金,标准版,128GB,来自京东iPhone客户端,PLUS会员
5069,5069,HUAWEI Mate 9,垃圾京东，十一月三十买的，当时回来看充电口就有插过的痕迹，背上贴膜里有个灰尘，有许多气泡，当时就怀疑是不是别人用过的二手，后来问了下说是近期才生产的手机，想想就算了接着用。结果这还不到一个月呢，昨天就突发故障，无法充电，换了充电器也不行，明确是手机问题。也不能退货，也不能换货，我想骂人，才买的就要去维修，垃圾货。强烈建议别买。我不知道这是不是个例，但强烈建议别买。,1,2017-12-25 12:57:07,j***o,香槟金,标准版,64GB,来自京东Android客户端,银牌会员
5070,5070,HUAWEI Mate 9,双十二买的，到了以后把手机卡插进去，中国移动四个字显示英文。下载的微信也是英文的，问客服也没问出个所以然来，退货让联系这个联系那个，什么破玩意。今天听音乐把声音开到最大，杂音真大，3699，我就买了这么个玩意。气死我了，还电池续航不说什么，以前我的酷派大神待机4个小时，也就百分之5的电，mta9不说啥。呵呵，醉了。真的！  不会再买华为了。,1,2017-12-23 22:12:02,j***3,摩卡金,标准版,128GB,来自京东Android客户端,银牌会员
5071,5071,HUAWEI Mate 9,我都没收到东西，还让老子评价，简直是莫名其妙！,1,2018-01-01 07:16:26,j***5,黑色,标准版,128GB,来自京东Android客户端,银牌会员
5072,5072,HUAWEI Mate 9,手机挺好用的，就是买了没几天竟然就降价了，从3899掉到了3699，挺不爽的，这也太快了吧！,1,2017-12-26 12:02:50,t***i,摩卡金,标准版,128GB,来自京东Android客户端,PLUS会员
5073,5073,HUAWEI Mate 9,手机还可以，就是买贵了，请求退款请求石沉大海,1,2017-12-22 11:51:36,j***a,黑色,标准版,64GB,来自京东Android客户端,金牌会员
5074,5074,HUAWEI Mate 9,"什么都好，就是这个（已经切换到2G,3G,4G流量，请注意您的流量哦），这个图标怎么都消除不了，真是硬伤啊，详情请看图，怎么都去除不了，别的都是出来几秒钟就没了，这个一直有。",1,2017-12-21 17:51:16,jd_183551sve,香槟金,标准版,128GB,来自京东Android客户端,金牌会员
5075,5075,HUAWEI Mate 9,拿到手，整两天，很轻的力道，碰在桌上，碎了，对于之前用过四个华为手机，对于华为很有好感的花粉来说，相当震惊！这款机子本身质量真的差的恐怖！这个质量隐患应该在设计环节或者出厂前就买下的！尤其在作为plus京东会员向官方反映问题后，得到的回答是自己负责，完全是自己的责任？！心彻底伤透了，以后不会再信任京东，信任华为，周围的同志们，擦亮眼睛吧，不要再步后尘了！早知这样，不如去买山寨款，至少物有所值！,1,2017-12-20 11:24:23,s***x,摩卡金,标准版,64GB,来自京东Android客户端,PLUS会员
5076,5076,HUAWEI Mate 9,严重卡屏微信支付都卡屏玩游戏中途还黑屏我是无语了什么LJ手机还不如我用了一年多的VIVOX7以上有半句假话女朋友明天出门就四,1,2017-12-20 10:16:11,j***d,摩卡金,标准版,64GB,来自京东Android客户端,金牌会员
5077,5077,HUAWEI Mate 9,哎呀，机沒查真假，主要生气的那个硬外壳上了取不下来，用力掰把手机外掰烂了，这质量也太差了吧,1,2017-12-17 16:33:16,j***r,摩卡金,标准版,64GB,来自京东iPhone客户端,银牌会员
5078,5078,HUAWEI Mate 9,价格不降，活动也不多，买个货想改送货日期客服处理了3天告诉不行，真二,1,2017-12-16 21:28:48,m***8,香槟金,标准版,64GB,来自京东iPhone客户端,钻石会员
5079,5079,HUAWEI Mate 9,一星都不想给！！！！11月30日华为品牌日买给我家老爸的。二八四九到手。妹的，过了大半个月才发现竟然是个二手货。????????今天回家吃饭老头子说手机每天七点定时闹钟，问是不是我帮设置的，才仔细去看。发现闹钟早就设置好的，文件管理夹里竟然有8月26日的微信聊天图片，无语！手机出产日期是2017年10月。200%是买到二手货了！垃圾，太恶心了。如果不是过了7天后才发现肯定退货！！！,1,2017-12-16 00:37:06,j***0,香槟金,标准版,64GB,来自京东iPhone客户端,钻石会员
5080,5080,HUAWEI Mate 9,系统总是卡，重启后正常，怀疑是翻新机！差评！！,1,2017-12-19 22:58:29,c***n,香槟金,标准版,64GB,来自京东iPhone客户端,钻石会员
5081,5081,HUAWEI Mate 9,没到一个月指纹验证处就掉漆，对华为失望了。,1,2017-12-18 22:25:55,1***p,黑色,标准版,128GB,来自京东Android客户端,金牌会员
5082,5082,HUAWEI Mate 9,这次双十一活动太坑了，说好的保价，可一号买的比十一号买的贵二百多，懂的人自然懂。手机还可以。,1,2017-12-18 15:05:01,c***0,摩卡金,标准版,64GB,来自京东Android客户端,PLUS会员
5083,5083,HUAWEI Mate 9,一星是给手机的，手机不错，特意用了一段时间才来评价的。不满意的是当初说好的价保，但是不到一个月的时间，降价了联系客服，互相推诿，就是不补差，太恶心人了，还是京东自营的，京东就是这样忽悠消费者的吗？,1,2017-12-15 14:05:11,懿***-,摩卡金,标准版,64GB,来自京东Android客户端,金牌会员
5084,5084,HUAWEI Mate 9,我买的64G的，闪存速度500多mb，64G的还有2.0的闪存么？之前买的屏幕下面发黄，这个屏幕还算可以，懒着换了，过后在补图！,1,2017-12-15 12:15:10,r***c,托帕蓝,标准版,64GB,来自京东Android客户端,PLUS会员
5085,5085,HUAWEI Mate 9,看包装还是可以的货刚到就贴好了模我想可能是二手的没有其它问题,1,2017-12-13 22:15:45,j***e,香槟金,标准版,128GB,来自京东Android客户端,银牌会员
